return ID,rental ID,return date,Vehicle condition description,Handling_personnel,
2089,2089,2023-01-16,the order completed,3,
2090,2090,2022-10-16,the car broken,4,
2091,2091,2022-04-22,the order completed,5,
2092,2092,2022-06-09,the order completed,6,
2093,2093,2023-07-28,the order completed,7,
2094,2094,2022-11-20,the order completed,8,
2095,2095,2022-10-27,the order completed,9,
2096,2096,2023-05-26,the order completed,10,
2097,2097,2022-04-29,the order completed,11,
2098,2098,2023-02-04,the order completed,12,
2099,2099,2022-06-06,the car broken,13,
2100,2100,2022-05-03,the order completed,14,
2101,2101,2022-11-19,the order completed,15,
2102,2102,2023-01-20,the car broken,16,
2103,2103,2022-05-27,the order completed,17,
2104,2104,2022-07-09,the order completed,18,
2105,2105,2022-05-08,the car broken,1,
2106,2106,2023-03-14,the order completed,2,
2107,2107,2022-09-05,the order completed,3,
2108,2108,2022-08-19,the order completed,4,
2109,2109,2022-07-19,the order completed,5,
2110,2110,2022-05-30,the order completed,6,
2111,2111,2022-07-29,the order completed,7,
2112,2112,2022-06-03,the order completed,8,
2113,2113,2022-12-24,the order completed,1,
2114,2114,2022-07-06,the order completed,2,
2115,2115,2022-05-28,the order completed,3,
2116,2116,2022-10-07,the order completed,4,
2117,2117,2022-06-02,the order completed,5,
2118,2118,2022-08-28,the order completed,6,
2119,2119,2022-06-13,the order completed,7,
2120,2120,2022-06-05,the car broken,8,
2121,2121,2022-10-26,the car broken,9,
2122,2122,2022-06-05,the order completed,10,
2123,2123,2023-02-02,the order completed,11,
2124,2124,2022-07-17,the order completed,12,
2125,2125,2022-08-21,the order completed,13,
2126,2126,2022-06-12,the order completed,14,
2127,2127,2022-09-06,the order completed,15,
2128,2128,2023-02-22,the order completed,16,
2129,2129,2023-02-28,the order completed,17,
2130,2130,2022-07-30,the order completed,18,
2131,2131,2022-08-12,the order completed,1,
2132,2132,2022-07-31,the car broken,2,
2133,2133,2023-02-22,the car broken,3,
2134,2134,2022-11-17,the car broken,4,
2135,2135,2023-04-30,the order completed,5,
2136,2136,2022-10-16,the order completed,6,
2137,2137,2022-07-04,the order completed,7,
2138,2138,2022-07-10,the order completed,8,
2139,2139,2022-08-27,the order completed,9,
2140,2140,2022-07-06,the order completed,10,
2141,2141,2022-11-26,the order completed,11,
2142,2142,2022-07-18,the order completed,12,
2143,2143,2022-09-30,the order completed,13,
2144,2144,2022-08-10,the order completed,14,
2145,2145,2022-07-13,the order completed,15,
2146,2146,2022-12-28,the order completed,16,
2147,2147,2022-07-26,the order completed,17,
2148,2148,2022-11-24,the car broken,18,
2149,2149,2022-08-17,the order completed,1,
2150,2150,2022-09-03,the order completed,2,
2151,2151,2022-12-03,the order completed,3,
2152,2152,2023-01-12,the car broken,4,
2153,2153,2023-03-26,the order completed,5,
2154,2154,2023-04-02,the order completed,6,
2155,2155,2022-11-12,the car broken,7,
2156,2156,2023-09-18,the order completed,8,
2158,2158,2023-03-09,the order completed,2,
2159,2159,2022-08-10,the order completed,3,
2160,2160,2022-08-04,the car broken,4,
2161,2161,2022-08-05,the order completed,5,
2162,2162,2022-08-12,the order completed,6,
2163,2163,2022-09-04,the order completed,7,
2164,2164,2022-08-13,the order completed,8,
2165,2165,2022-10-01,the order completed,9,
2166,2166,2022-08-14,the order completed,10,
2167,2167,2022-08-17,the order completed,11,
2168,2168,2022-10-23,the order completed,12,
2169,2169,2022-11-15,the car broken,13,
2170,2170,2023-06-21,the order completed,14,
2171,2171,2022-09-02,the order completed,15,
2172,2172,2022-12-26,the car broken,16,
2173,2173,2023-03-25,the order completed,17,
2174,2174,2023-04-11,the order completed,18,
2175,2175,2022-11-18,the car broken,1,
2176,2176,2023-07-09,the order completed,2,
2177,2177,2022-09-05,the order completed,3,
2178,2178,2022-10-11,the order completed,4,
2179,2179,2022-11-03,the car broken,5,
2180,2180,2023-03-12,the order completed,6,
2181,2181,2022-09-08,the order completed,7,
2182,2182,2022-12-03,the order completed,8,
2183,2183,2023-02-19,the order completed,9,
2184,2184,2022-12-26,the car broken,10,
2185,2185,2022-09-12,the order completed,11,
2186,2186,2022-12-31,the order completed,12,
2187,2187,2022-10-27,the order completed,13,
2188,2188,2022-09-15,the order completed,14,
2189,2189,2022-09-30,the order completed,15,
2190,2190,2023-01-30,the order completed,16,
2191,2191,2022-12-16,the car broken,17,
2192,2192,2022-11-02,the order completed,18,
2193,2193,2023-02-02,the order completed,1,
2194,2194,2023-01-30,the order completed,2,
2195,2195,2022-10-01,the car broken,3,
2196,2196,2022-12-06,the order completed,4,
2197,2197,2022-10-02,the car broken,5,
2198,2198,2022-10-02,the car broken,6,
2199,2199,2022-10-25,the order completed,7,
2200,2200,2022-11-08,the order completed,8,
2201,2201,2022-10-14,the car broken,1,
2202,2202,2023-01-19,the car broken,2,
2203,2203,2022-10-27,the order completed,3,
2204,2204,2022-10-07,the order completed,4,
2205,2205,2022-12-22,the order completed,5,
2206,2206,2023-01-25,the order completed,6,
2207,2207,2022-10-15,the order completed,7,
2208,2208,2023-10-01,the order completed,8,
2209,2209,2023-07-17,the order completed,9,
2210,2210,2022-11-29,the car broken,10,
2211,2211,2023-08-22,the car broken,11,
2212,2212,2023-01-16,the order completed,12,
2213,2213,2023-01-16,the order completed,13,
2214,2214,2022-12-15,the car broken,14,
2215,2215,2022-12-16,the order completed,15,
2216,2216,2022-10-18,the car broken,16,
2217,2217,2022-10-29,the order completed,17,
2218,2218,2022-10-21,the order completed,18,
2219,2219,2023-04-18,the order completed,1,
2220,2220,2023-10-16,the order completed,2,
2221,2221,2023-10-07,the order completed,3,
2222,2222,2022-11-05,the order completed,4,
2223,2223,2023-02-15,the order completed,5,
2224,2224,2022-12-20,the order completed,6,
2225,2225,2023-04-15,the order completed,7,
2226,2226,2022-11-06,the order completed,8,
2227,2227,2023-02-25,the order completed,9,
2228,2228,2022-12-11,the order completed,10,
2229,2229,2023-07-10,the car broken,11,
2230,2230,2023-03-01,the car broken,12,
2231,2231,2022-11-12,the order completed,13,
2232,2232,2022-11-12,the car broken,14,
2233,2233,2022-11-13,the order completed,15,
2234,2234,2023-01-06,the order completed,16,
2235,2235,2022-12-11,the order completed,17,
2236,2236,2022-11-23,the car broken,18,
2237,2237,2023-01-13,the car broken,1,
2238,2238,2022-11-30,the order completed,2,
2239,2239,2023-01-20,the order completed,3,
2240,2240,2022-11-29,the order completed,4,
2241,2241,2023-02-06,the order completed,5,
2242,2242,2023-10-18,the order completed,6,
2243,2243,2022-12-02,the car broken,7,
2244,2244,2023-10-08,the order completed,8,
2245,2245,2022-12-06,the order completed,1,
2246,2246,2023-08-31,the order completed,2,
2247,2247,2022-12-05,the car broken,3,
2248,2248,2023-07-14,the order completed,4,
2249,2249,2022-12-11,the order completed,5,
2250,2250,2023-03-06,the order completed,6,
2251,2251,2022-12-18,the order completed,7,
2252,2252,2023-03-08,the order completed,8,
2253,2253,2023-01-03,the car broken,9,
2254,2254,2022-12-18,the car broken,10,
2255,2255,2023-01-31,the order completed,11,
2256,2256,2023-01-31,the order completed,12,
2257,2257,2023-03-27,the order completed,13,
2258,2258,2023-01-19,the car broken,14,
2259,2259,2023-11-15,the order completed,15,
2260,2260,2023-01-14,the order completed,16,
2261,2261,2023-05-16,the order completed,17,
2262,2262,2023-03-27,the order completed,18,
2263,2263,2023-08-07,the order completed,1,
2264,2264,2022-12-26,the car broken,2,
2265,2265,2023-11-05,the order completed,3,
2266,2266,2023-02-19,the order completed,4,
2267,2267,2023-02-10,the order completed,5,
2268,2268,2023-02-12,the order completed,6,
2269,2269,2023-01-09,the order completed,7,
2270,2270,2023-07-31,the order completed,8,
2271,2271,2023-11-05,the order completed,9,
2272,2272,2023-03-19,the order completed,10,
2273,2273,2023-01-29,the car broken,11,
2274,2274,2023-01-18,the order completed,12,
2275,2275,2023-01-13,the order completed,13,
2276,2276,2023-06-21,the order completed,14,
2277,2277,2023-06-12,the car broken,15,
2278,2278,2023-05-21,the car broken,16,
2279,2279,2023-03-04,the order completed,17,
2280,2280,2023-11-23,the order completed,18,
2281,2281,2023-05-12,the order completed,1,
2282,2282,2023-02-08,the order completed,2,
2283,2283,2023-01-27,the car broken,3,
2284,2284,2023-01-31,the order completed,4,
2285,2285,2023-02-01,the order completed,5,
2287,2287,2023-04-14,the car broken,7,
2288,2288,2023-02-04,the car broken,8,
2289,2289,2023-02-01,the car broken,1,
2290,2290,2023-04-16,the order completed,2,
2291,2291,2023-05-22,the order completed,3,
2292,2292,2023-02-03,the order completed,4,
2293,2293,2023-03-13,the order completed,5,
2294,2294,2023-06-11,the order completed,6,
2295,2295,2023-04-05,the order completed,7,
2296,2296,2023-02-28,the order completed,8,
2297,2297,2023-02-09,the car broken,9,
2298,2298,2023-02-09,the car broken,10,
2299,2299,2023-06-20,the order completed,11,
2300,2300,2023-03-20,the order completed,12,
2301,2301,2023-03-28,the order completed,13,
2302,2302,2023-08-26,the order completed,14,
2303,2303,2023-09-20,the order completed,15,
2304,2304,2023-03-29,the order completed,16,
2305,2305,2023-02-25,the order completed,17,
2306,2306,2023-09-23,the order completed,18,
2307,2307,2023-04-01,the order completed,1,
2308,2308,2023-04-29,the car broken,2,
2309,2309,2023-08-08,the order completed,3,
2310,2310,2023-04-02,the car broken,4,
2311,2311,2023-04-25,the order completed,5,
2312,2312,2023-11-05,the car broken,6,
2313,2313,2023-07-16,the car broken,7,
2314,2314,2023-03-07,the order completed,8,
2315,2315,2023-10-31,the order completed,9,
2316,2316,2023-10-25,the order completed,10,
2317,2317,2023-11-03,the order completed,11,
2318,2318,2023-03-10,the order completed,12,
2319,2319,2023-03-25,the order completed,13,
2320,2320,2023-03-10,the car broken,14,
2321,2321,2023-05-17,the order completed,15,
2322,2322,2023-10-21,the order completed,16,
2323,2323,2023-10-02,the car broken,17,
2324,2324,2023-04-20,the order completed,18,
2325,2325,2023-06-22,the order completed,1,
2326,2326,2023-04-09,the order completed,2,
2327,2327,2023-04-19,the order completed,3,
2328,2328,2023-06-01,the order completed,4,
2329,2329,2023-06-17,the order completed,5,
2330,2330,2023-10-07,the order completed,6,
2331,2331,2023-04-27,the order completed,7,
2332,2332,2023-05-06,the order completed,8,
2333,2333,2023-08-13,the order completed,1,
2334,2334,2023-05-15,the order completed,2,
2335,2335,2023-08-02,the order completed,3,
2336,2336,2023-07-02,the order completed,4,
2337,2337,2023-04-29,the order completed,5,
2338,2338,2023-07-17,the order completed,6,
2339,2339,2023-04-14,the order completed,7,
2340,2340,2023-04-14,the car broken,8,
2341,2341,2023-09-05,the order completed,9,
2342,2342,2023-10-26,the order completed,10,
2343,2343,2023-05-02,the order completed,11,
2344,2344,2023-04-18,the order completed,12,
2345,2345,2023-09-26,the order completed,13,
2346,2346,2023-08-16,the car broken,14,
2347,2347,2023-04-26,the order completed,15,
2348,2348,2023-04-28,the order completed,16,
2350,2350,2023-05-04,the order completed,18,
2351,2351,2023-06-14,the order completed,1,
2353,2353,2023-05-06,the order completed,3,
2354,2354,2023-06-20,the order completed,4,
2355,2355,2023-05-07,the order completed,5,
2356,2356,2023-05-10,the order completed,6,
2357,2357,2023-05-11,the order completed,7,
2358,2358,2023-11-23,the order completed,8,
2359,2359,2023-11-16,the order completed,9,
2360,2360,2023-08-02,the order completed,10,
2361,2361,2023-09-04,the order completed,11,
2362,2362,2023-05-18,the order completed,12,
2363,2363,2023-08-08,the order completed,13,
2364,2364,2023-10-03,the order completed,14,
2365,2365,2023-09-25,the car broken,15,
2366,2366,2023-08-30,the order completed,16,
2367,2367,2023-06-10,the order completed,17,
2368,2368,2023-05-26,the car broken,18,
2369,2369,2023-06-13,the car broken,1,
2370,2370,2023-08-11,the order completed,2,
2371,2371,2023-08-26,the car broken,3,
2372,2372,2023-06-25,the order completed,4,
2373,2373,2023-07-01,the car broken,5,
2374,2374,2023-06-29,the order completed,6,
2375,2375,2023-06-09,the order completed,7,
2376,2376,2023-10-15,the order completed,8,
2377,2377,2023-08-17,the order completed,1,
2378,2378,2023-06-29,the order completed,2,
2379,2379,2023-06-14,the order completed,3,
2380,2380,2023-09-16,the order completed,4,
2381,2381,2023-08-16,the order completed,5,
2382,2382,2023-08-06,the car broken,6,
2383,2383,2023-09-06,the order completed,7,
2384,2384,2023-06-22,the order completed,8,
2385,2385,2023-08-30,the order completed,9,
2386,2386,2023-08-08,the order completed,10,
2388,2388,2023-06-25,the order completed,12,
2389,2389,2023-07-03,the order completed,13,
2390,2390,2023-09-03,the order completed,14,
2391,2391,2023-07-26,the order completed,15,
2392,2392,2023-07-16,the car broken,16,
2393,2393,2023-08-24,the order completed,17,
2394,2394,2023-10-01,the order completed,18,
2395,2395,2023-07-10,the car broken,1,
2396,2396,2023-07-11,the car broken,2,
2397,2397,2023-08-24,the order completed,3,
2398,2398,2023-08-01,the car broken,4,
2399,2399,2023-07-14,the order completed,5,
2400,2400,2023-11-18,the car broken,6,
2401,2401,2023-09-09,the order completed,7,
2402,2402,2023-08-15,the order completed,8,
2403,2403,2023-09-23,the order completed,9,
2404,2404,2023-08-22,the order completed,10,
2405,2405,2023-11-04,the order completed,11,
2406,2406,2023-11-14,the order completed,12,
2407,2407,2023-08-17,the car broken,13,
2408,2408,2023-08-18,the order completed,14,
2409,2409,2023-08-28,the order completed,15,
2410,2410,2023-08-29,the order completed,16,
2411,2411,2023-09-03,the order completed,17,
2412,2412,2023-07-28,the order completed,18,
2413,2413,2023-09-14,the order completed,1,
2414,2414,2023-08-08,the order completed,2,
2415,2415,2023-11-04,the order completed,3,
2416,2416,2023-09-06,the order completed,4,
2417,2417,2023-10-29,the car broken,5,
2418,2418,2023-08-14,the order completed,6,
2419,2419,2023-11-08,the order completed,7,
2420,2420,2023-08-05,the car broken,8,
2421,2421,2023-08-14,the order completed,1,
2422,2422,2023-09-22,the order completed,2,
2423,2423,2023-08-12,the order completed,3,
2424,2424,2023-08-13,the order completed,4,
2425,2425,2023-08-13,the order completed,5,
2426,2426,2023-09-15,the order completed,6,
2427,2427,2023-09-30,the order completed,7,
2428,2428,2023-11-05,the car broken,8,
2429,2429,2023-09-12,the order completed,9,
2430,2430,2023-08-30,the order completed,10,
2431,2431,2023-09-23,the order completed,11,
2432,2432,2023-09-30,the order completed,12,
2433,2433,2023-09-18,the order completed,13,
2434,2434,2023-11-12,the car broken,14,
2435,2435,2023-11-10,the order completed,15,
2436,2436,2023-10-12,the order completed,16,
2437,2437,2023-09-18,the car broken,17,
2438,2438,2023-09-05,the order completed,18,
2439,2439,2023-10-24,the order completed,1,
2440,2440,2023-09-08,the order completed,2,
2442,2442,2023-09-23,the order completed,4,
2443,2443,2023-10-20,the order completed,5,
2444,2444,2023-10-23,the order completed,6,
2445,2445,2023-09-27,the order completed,7,
2446,2446,2023-10-06,the order completed,8,
2447,2447,2023-09-13,the order completed,9,
2448,2448,2023-10-18,the car broken,10,
2449,2449,2023-09-15,the order completed,11,
2450,2450,2023-11-17,the order completed,12,
2452,2452,2023-09-29,the order completed,14,
2453,2453,2023-10-29,the order completed,15,
2454,2454,2023-11-03,the car broken,16,
2455,2455,2023-09-23,the order completed,17,
2456,2456,2023-10-26,the order completed,18,
2457,2457,2023-10-20,the order completed,1,
2458,2458,2023-10-05,the order completed,2,
2459,2459,2023-11-13,the order completed,3,
2460,2460,2023-11-21,the order completed,4,
2461,2461,2023-10-12,the order completed,5,
2462,2462,2023-11-02,the order completed,6,
2463,2463,2023-11-23,the car broken,7,
2464,2464,2023-11-18,the order completed,8,
2465,2465,2023-10-05,the order completed,1,
2466,2466,2023-09-30,the order completed,2,
2467,2467,2023-10-23,the order completed,3,
2468,2468,2023-10-07,the order completed,4,
2469,2469,2023-10-21,the order completed,5,
2470,2470,2023-10-23,the order completed,6,
2471,2471,2023-11-16,the order completed,7,
2472,2472,2023-10-08,the order completed,8,
2473,2473,2023-11-07,the order completed,9,
2474,2474,2023-11-01,the order completed,10,
2476,2476,2023-11-20,the order completed,12,
2477,2477,2023-11-18,the order completed,13,
2478,2478,2023-10-21,the order completed,14,
2479,2479,2023-10-24,the order completed,15,¡¤
2480,2480,2023-10-17,the order completed,16,
2481,2481,2023-11-15,the order completed,17,
2482,2482,2023-10-25,the order completed,18,
2483,2483,2023-11-13,the order completed,1,
2484,2484,2023-11-07,the order completed,2,
2485,2485,2023-11-04,the order completed,3,
2486,2486,2023-10-30,the order completed,4,
2487,2487,2023-11-12,the order completed,5,
2488,2488,2023-10-31,the order completed,6,
2491,2491,2023-11-14,the order completed,9,
2492,2492,2023-11-14,the order completed,10,
2493,2493,2023-11-24,the order completed,11,
2494,2494,2023-11-17,the car broken,12,
2495,2495,2023-11-20,the order completed,13,
2496,2496,2023-11-12,the order completed,14,
2498,2498,2023-11-22,the order completed,16,
2500,2500,2023-11-20,the order completed,18,
